0001,1
0002,0
0003,0
0004,1
0005,0
0006,1
0007,1
0008,1
0009,0
0010,0
0011,1
0012,1
0013,0
0014,0
0015,1
0016,1
0017,1
0018,1
0019,1
0020,1
0021,0
0022,0
0023,1
0024,1
0025,1
0026,1
0027,1
0028,0
0029,1
0030,1
0031,0
0032,1
0033,0
0034,1
0035,1
0036,1
0037,1
0038,1
0039,1
0040,0
0041,1
0042,1
0043,1
0044,0
0045,1
0046,1
0047,0
0048,1
0049,1
0050,0
0051,1
0052,0
0053,0
0054,1
0055,1
0056,0
0057,0
0058,0
0059,0
0060,0
0061,1
0062,0
0063,0
0064,0
0065,1
0066,1
0067,1
0068,0
0069,1
0070,1
0071,0
0072,1
0073,0
0074,1
0075,0
0076,0
0077,0
0078,1
0079,0
0080,1
0081,0
0082,1
0083,1
0084,1
0085,1
0086,0
0087,0
0088,0
0089,1
0090,0
0091,0
0092,0
0093,0
0094,0
0095,1
0096,1
0097,0
0098,0
0099,1
0100,0
0101,1
0102,0
0103,0
0104,1
0105,0
0106,1
0107,0
0108,0
0109,1
0110,1
0111,1
0112,1
0113,0
0114,1
0115,1
0116,1
0117,1
0118,1
0119,1
0120,0
0121,0
0122,1
0123,1
0124,1
0125,0
0126,1
0127,0
0128,1
0129,1
0130,1
0131,1
0132,0
0133,0
0134,0
0135,0
0136,1
0137,1
0138,1
0139,0
0140,0
0141,1
0142,1
0143,1
0144,1
0145,1
0146,1
0147,0
0148,1
0149,0
0150,1
0151,1
0152,1
0153,1
0154,1
0155,1
0156,1
0157,0
0158,1
0159,0
0160,1
0161,0
0162,0
0163,0
0164,0
0165,1
0166,1
0167,1
0168,0
0169,1
0170,0
0171,1
0172,1
0173,1
0174,0
0175,1
0176,1
0177,0
0178,0
0179,0
0180,1
0181,1
0182,0
0183,1
0184,1
0185,1
0186,1
0187,0
0188,1
0189,1
0190,0
0191,0
0192,1
0193,1
0194,0
0195,1
0196,1
0197,0
0198,1
0199,1
0200,1
0201,1
0202,1
0203,1
0204,1
0205,1
0206,1
0207,0
0208,1
0209,1
0210,1
0211,0
0212,0
0213,1
0214,1
0215,0
0216,1
0217,0
0218,0
0219,1
0220,0
0221,1
0222,1
0223,0
0224,1
0225,1
0226,0
0227,0
0228,1
0229,1
0230,1
0231,1
0232,1
0233,0
0234,0
0235,1
0236,0
0237,1
0238,0
0239,0
0240,0
0241,1
0242,0
0243,0
0244,1
0245,1
0246,0
0247,1
0248,1
0249,0
0250,1
0251,1
0252,0
0253,0
0254,1
0255,0
0256,1
0257,0
0258,0
0259,1
0260,1
0261,0
0262,1
0263,1
0264,0
0265,1
0266,1
0267,1
0268,1
0269,1
0270,1
0271,0
0272,0
0273,0
0274,0
0275,1
